Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,has_cabin,family_size,is_alone,fare_per_person,title,age_group,deck,fare_bin,sex_encoded,Embarked_C,Embarked_Q,Embarked_S,title_Miss,title_Mr,title_Mrs,title_Rare,age_group_encoded,fare_bin_encoded,class_avg_fare,class_survival_rate
0,2,male,0.0667502967936166,0,0,-0.487638657997472,S,0,-0.5609748304808926,1,-0.30527994671725833,Mr,Adult,Unknown,Medium,0,False,False,True,False,True,False,False,2,1,-0.24852990089034865,0.47282608695652173
1,3,male,-0.986122257615768,0,0,-0.5452853709271768,S,0,-0.5609748304808926,1,-0.39163608705444175,Mr,Teen,Unknown,Medium,0,False,False,True,False,True,False,False,1,1,-0.4129202803998143,0.24236252545824846
0,2,male,-0.15886525057982295,0,0,-0.42881548153858956,S,0,-0.5609748304808926,1,-0.21716143616911204,Mr,Adult,Unknown,Medium,0,False,False,True,False,True,False,False,2,1,-0.24852990089034865,0.47282608695652173
0,3,male,1.6460591284076935,0,0,-0.5452853709271768,S,0,-0.5609748304808926,1,-0.39163608705444175,Mr,Adult,Unknown,Medium,0,False,False,True,False,True,False,False,2,1,-0.4129202803998143,0.24236252545824846
0,3,male,-0.3092756154954493,0,0,-0.5489135844511607,S,0,-0.5609748304808926,1,-0.3970712367850514,Mr,Adult,Unknown,Low,0,False,False,True,False,True,False,False,2,0,-0.4129202803998143,0.24236252545824846
1,1,male,0.668391756456122,1,0,1.3829383533949904,S,1,0.059159876663617654,0,0.910755498847161,Mr,Adult,Known,VHigh,0,False,False,True,False,True,False,False,2,3,1.1503396270376525,0.6296296296296297
0,3,male,-0.5348911628688888,0,0,-0.514697319168558,S,0,-0.5609748304808926,1,-0.3458144615694057,Mr,Adult,Unknown,Medium,0,False,False,True,False,True,False,False,2,1,-0.4129202803998143,0.24236252545824846
1,2,male,-0.7605067102423284,0,0,-0.487638657997472,S,0,-0.5609748304808926,1,-0.30527994671725833,Mr,Adult,Unknown,Medium,0,False,False,True,False,True,False,False,2,1,-0.24852990089034865,0.47282608695652173
0,3,male,-0.6476989365556086,0,0,-0.5641087873940192,S,0,-0.5609748304808926,1,-0.4198340104298486,Mr,Adult,Unknown,Low,0,False,False,True,False,True,False,False,2,0,-0.4129202803998143,0.24236252545824846
0,2,male,-0.8357118927001416,0,0,-0.42881548153858956,S,0,-0.5609748304808926,1,-0.21716143616911204,Mr,Teen,Unknown,Medium,0,False,False,True,False,True,False,False,1,1,-0.24852990089034865,0.47282608695652173
0,3,female,-0.5724937540977955,3,1,-0.13548312395460954,S,0,1.9195639980971484,0,-0.49585067721335474,Miss,Adult,Unknown,High,1,False,False,True,True,False,False,False,2,2,-0.4129202803998143,0.24236252545824846
1,1,female,0.4427762090826825,1,0,1.229409862837307,S,1,0.059159876663617654,0,0.79576084258183,Mrs,Adult,Known,VHigh,1,False,False,True,False,False,True,False,2,3,1.1503396270376525,0.6296296296296297
0,3,male,-0.00845488566419658,0,0,-0.5517559203376539,S,0,-0.5609748304808926,1,-0.40132912321473785,Mr,Adult,Unknown,Low,0,False,False,True,False,True,False,False,2,0,-0.4129202803998143,0.24236252545824846
0,2,male,2.2477005880701992,0,0,-0.41705084624681305,S,0,-0.5609748304808926,1,-0.19953773405948277,Mr,Adult,Unknown,Medium,0,False,False,True,False,True,False,False,2,1,-0.24852990089034865,0.47282608695652173
1,3,female,-1.813379264651713,4,2,0.00382898131649099,S,0,3.159833412386169,0,-0.5173308481720477,Miss,Child,Unknown,VHigh,1,False,False,True,True,False,False,False,0,3,-0.4129202803998143,0.24236252545824846
0,2,male,-0.3844807979532625,0,0,-0.487638657997472,S,0,-0.5609748304808926,1,-0.30527994671725833,Mr,Adult,Unknown,Medium,0,False,False,True,False,True,False,False,2,1,-0.24852990089034865,0.47282608695652173
0,3,female,-0.5724937540977955,0,0,-0.5570500062189533,S,0,-0.5609748304808926,1,-0.409259789164071,Miss,Adult,Unknown,Low,1,False,False,True,True,False,False,False,2,0,-0.4129202803998143,0.24236252545824846
0,2,male,1.119622851203001,1,0,-0.12293496395240072,S,0,0.059159876663617654,0,-0.21716143616911204,Mr,Adult,Unknown,High,0,False,False,True,False,True,False,False,2,2,-0.24852990089034865,0.47282608695652173
1,2,female,-1.5877637172782735,0,2,-0.11705264630651246,S,0,0.6792945838081279,0,-0.3669629041009608,Miss,Child,Unknown,High,1,False,False,True,True,False,False,False,0,2,-0.24852990089034865,0.47282608695652173
0,2,male,-0.7605067102423284,0,0,-0.487638657997472,S,0,-0.5609748304808926,1,-0.30527994671725833,Mr,Adult,Unknown,Medium,0,False,False,True,False,True,False,False,2,1,-0.24852990089034865,0.47282608695652173
0,2,male,0.29236584416705613,0,0,-0.44587420271166545,S,0,-0.5609748304808926,1,-0.24271580422807448,Mr,Adult,Unknown,Medium,0,False,False,True,False,True,False,False,2,1,-0.24852990089034865,0.47282608695652173
0,3,female,-0.5724937540977955,1,0,-0.3945992162559868,C,0,0.059159876663617654,0,-0.4206411759864696,Miss,Adult,Unknown,Medium,1,True,False,False,True,False,False,False,2,1,-0.4129202803998143,0.24236252545824846
1,3,female,-0.5724937540977955,1,0,-0.3699923050797071,Q,0,0.059159876663617654,0,-0.4022103083202193,Miss,Adult,Unknown,High,1,False,True,False,True,False,False,False,2,2,-0.4129202803998143,0.24236252545824846
0,2,male,-0.00845488566419658,0,0,-0.487638657997472,S,0,-0.5609748304808926,1,-0.30527994671725833,Mr,Adult,Unknown,Medium,0,False,False,True,False,True,False,False,2,1,-0.24852990089034865,0.47282608695652173
0,3,male,-0.5348911628688888,0,0,-0.5670499462169633,S,0,-0.5609748304808926,1,-0.4242399359572559,Mr,Adult,Unknown,Low,0,False,False,True,False,True,False,False,2,0,-0.4129202803998143,0.24236252545824846
0,3,male,0.0667502967936166,0,0,-0.564697019158608,C,0,-0.5609748304808926,1,-0.42071519553533004,Mr,Adult,Unknown,Low,0,True,False,False,False,True,False,False,2,0,-0.4129202803998143,0.24236252545824846
0,1,male,1.119622851203001,2,0,1.3829383533949904,Q,1,0.6792945838081279,0,0.38204443555828305,Rare,Adult,Known,VHigh,0,False,True,False,False,False,False,True,2,3,1.1503396270376525,0.6296296296296297
0,3,female,-0.3092756154954493,0,0,-0.5517559203376539,S,0,-0.5609748304808926,1,-0.40132912321473785,Miss,Adult,Unknown,Low,1,False,False,True,True,False,False,False,2,0,-0.4129202803998143,0.24236252545824846
1,2,female,-0.3844807979532625,0,2,-0.39352157566326007,S,0,0.6792945838081279,0,-0.5050152372930568,Mrs,Adult,Unknown,High,1,False,False,True,False,False,True,False,2,2,-0.24852990089034865,0.47282608695652173
1,1,male,0.5931865739983089,1,1,0.5018659929773821,S,1,0.6792945838081279,0,-0.05791131407955406,Mr,Adult,Known,VHigh,0,False,False,True,False,True,False,False,2,3,1.1503396270376525,0.6296296296296297
0,2,male,1.8716746757811331,1,0,-0.12293496395240072,S,0,0.059159876663617654,0,-0.21716143616911204,Rare,Adult,Unknown,High,0,False,False,True,False,False,False,True,2,2,-0.24852990089034865,0.47282608695652173
0,3,male,-0.3092756154954493,0,0,-0.5641087873940192,S,0,-0.5609748304808926,1,-0.4198340104298486,Mr,Adult,Unknown,Low,0,False,False,True,False,True,False,False,2,0,-0.4129202803998143,0.24236252545824846
0,3,female,-0.00845488566419658,1,1,-0.4885210056443552,S,1,0.6792945838081279,0,-0.5524523688048087,Mrs,Adult,Known,Medium,1,False,False,True,False,False,True,False,2,1,-0.4129202803998143,0.24236252545824846
0,1,male,2.4733161354436386,0,0,-0.10999386513144656,S,1,-0.5609748304808926,1,0.26044089100184115,Mr,Senior,Known,High,0,False,False,True,False,True,False,False,3,2,1.1503396270376525,0.6296296296296297
0,3,male,0.0667502967936166,1,0,-0.35587474272957526,S,0,0.059159876663617654,0,-0.39163608705444175,Mr,Adult,Unknown,High,0,False,False,True,False,True,False,False,2,2,-0.4129202803998143,0.24236252545824846
0,3,female,0.8940073038295616,0,2,-0.25911061745471364,S,0,0.6792945838081279,0,-0.43789830509221855,Mrs,Adult,Unknown,High,1,False,False,True,False,False,True,False,2,2,-0.4129202803998143,0.24236252545824846
1,3,female,-0.00845488566419658,0,2,-0.37597344566204627,C,0,0.6792945838081279,0,-0.4962527326041491,Mrs,Adult,Unknown,High,1,True,False,False,False,False,True,False,2,2,-0.4129202803998143,0.24236252545824846
1,1,female,0.4427762090826825,0,0,1.1288222310926181,C,0,-0.5609748304808926,1,2.116216723145803,Mrs,Adult,Unknown,VHigh,1,True,False,False,False,False,True,False,2,3,1.1503396270376525,0.6296296296296297
1,1,female,0.0667502967936166,0,0,1.3005859063525549,S,1,-0.5609748304808926,1,2.37352277394639,Miss,Adult,Known,VHigh,1,False,False,True,True,False,False,False,2,3,1.1503396270376525,0.6296296296296297
1,1,female,0.4427762090826825,0,0,5.124238728242953,C,0,-0.5609748304808926,1,8.101445198430158,Miss,Adult,Unknown,VHigh,1,True,False,False,True,False,False,False,2,3,1.1503396270376525,0.6296296296296297
1,2,female,1.5708539459498803,0,1,-0.12293496395240072,S,0,0.059159876663617654,0,-0.21716143616911204,Mrs,Adult,Unknown,High,1,False,False,True,False,False,True,False,2,2,-0.24852990089034865,0.47282608695652173
0,3,male,-0.3092756154954493,0,0,-0.5523441521022426,Q,0,-0.5609748304808926,1,-0.4022103083202193,Mr,Adult,Unknown,Low,0,False,True,False,False,True,False,False,2,0,-0.4129202803998143,0.24236252545824846
1,3,male,-1.9637896295673394,4,2,0.00382898131649099,S,0,3.159833412386169,0,-0.5173308481720477,Master,Child,Unknown,VHigh,0,False,False,True,False,False,False,False,0,3,-0.4129202803998143,0.24236252545824846
0,1,male,1.7212643108655066,1,1,1.139410402855217,S,1,0.6792945838081279,0,0.26044089100184115,Mr,Adult,Known,VHigh,0,False,False,True,False,True,False,False,2,3,1.1503396270376525,0.6296296296296297
0,1,male,0.8188021213717485,0,0,-0.7346959991247783,S,1,-0.5609748304808926,1,-0.675377691019473,Mr,Adult,Known,Low,0,False,False,True,False,True,False,False,2,0,1.1503396270376525,0.6296296296296297
0,3,female,-0.5724937540977955,0,0,-0.5523441521022426,Q,0,-0.5609748304808926,1,-0.4022103083202193,Miss,Adult,Unknown,Low,1,False,True,False,True,False,False,False,2,0,-0.4129202803998143,0.24236252545824846
0,2,male,0.5179813915404957,0,0,-0.487638657997472,S,0,-0.5609748304808926,1,-0.30527994671725833,Mr,Adult,Unknown,Medium,0,False,False,True,False,True,False,False,2,1,-0.24852990089034865,0.47282608695652173
0,3,male,-0.986122257615768,4,1,0.1991219271599808,S,0,2.539698705241659,0,-0.4422307985275025,Mr,Teen,Unknown,VHigh,0,False,False,True,False,True,False,False,1,3,-0.4129202803998143,0.24236252545824846
1,3,male,-0.3092756154954493,1,0,-0.5517559203376539,S,0,0.059159876663617654,0,-0.5383534071171054,Mr,Adult,Unknown,Low,0,False,False,True,False,True,False,False,2,0,-0.4129202803998143,0.24236252545824846
1,1,female,2.172495405612386,0,1,2.876164687803722,S,1,0.059159876663617654,0,2.0291996939795083,Mrs,Adult,Known,VHigh,1,False,False,True,False,False,True,False,2,3,1.1503396270376525,0.6296296296296297
1,1,female,0.4427762090826825,0,0,2.456656616715439,S,1,-0.5609748304808926,1,4.105344059672485,Miss,Adult,Known,VHigh,1,False,False,True,True,False,False,False,2,3,1.1503396270376525,0.6296296296296297
0,1,male,0.8188021213717485,0,0,-0.005288611034635776,S,0,-0.5609748304808926,1,0.4172918397775416,Mr,Adult,Unknown,High,0,False,False,True,False,True,False,False,2,2,1.1503396270376525,0.6296296296296297
1,3,male,-0.3092756154954493,0,0,-0.7346959991247783,S,0,-0.5609748304808926,1,-0.675377691019473,Mr,Adult,Unknown,Low,0,False,False,True,False,True,False,False,2,0,-0.4129202803998143,0.24236252545824846
1,2,female,0.8940073038295616,0,1,-0.27587522274549514,S,0,0.059159876663617654,0,-0.33171549988170224,Mrs,Adult,Unknown,High,1,False,False,True,False,False,True,False,2,2,-0.24852990089034865,0.47282608695652173
0,1,male,0.5931865739983089,0,1,-0.035876662793254674,C,1,0.059159876663617654,0,-0.15195373836348378,Mr,Adult,Known,High,0,True,False,False,False,True,False,False,2,2,1.1503396270376525,0.6296296296296297
1,3,female,-0.5724937540977955,0,0,-0.5523441521022426,Q,0,-0.5609748304808926,1,-0.4022103083202193,Miss,Adult,Unknown,Low,1,False,True,False,True,False,False,False,2,0,-0.4129202803998143,0.24236252545824846
1,1,female,2.548521317901452,1,0,1.0996059358090202,S,1,0.059159876663617654,0,0.6985361651536383,Miss,Senior,Known,VHigh,1,False,False,True,True,False,False,False,3,3,1.1503396270376525,0.6296296296296297
0,3,female,1.1948280336608144,0,0,-0.5523441521022426,S,0,-0.5609748304808926,1,-0.4022103083202193,Miss,Adult,Unknown,Low,1,False,False,True,True,False,False,False,2,0,-0.4129202803998143,0.24236252545824846
0,2,male,0.0667502967936166,0,0,-0.7346959991247783,S,0,-0.5609748304808926,1,-0.675377691019473,Mr,Adult,Unknown,Low,0,False,False,True,False,True,False,False,2,0,-0.24852990089034865,0.47282608695652173
0,3,male,-1.6629688997360865,4,1,-0.04940599337879763,Q,0,2.539698705241659,0,-0.5042809163718222,Master,Child,Unknown,High,0,False,True,False,False,False,False,False,0,2,-0.4129202803998143,0.24236252545824846
1,3,female,0.4427762090826825,1,1,-0.25822826980783037,S,0,0.6792945838081279,0,-0.43745771253947785,Mrs,Adult,Unknown,High,1,False,False,True,False,False,True,False,2,2,-0.4129202803998143,0.24236252545824846
0,3,male,2.6989316828170784,0,0,-0.5523441521022426,Q,0,-0.5609748304808926,1,-0.4022103083202193,Mr,Senior,Unknown,Low,0,False,True,False,False,True,False,False,3,0,-0.4129202803998143,0.24236252545824846
0,3,male,-0.08366006812200977,0,0,-0.5498924021074365,S,0,-0.5609748304808926,1,-0.39853752880057264,Mr,Adult,Unknown,Low,0,False,False,True,False,True,False,False,2,0,-0.4129202803998143,0.24236252545824846
0,3,male,-0.986122257615768,0,0,-0.511167928581025,S,0,-0.5609748304808926,1,-0.34052735093651687,Mr,Teen,Unknown,Medium,0,False,False,True,False,True,False,False,1,1,-0.4129202803998143,0.24236252545824846
1,3,male,-0.7605067102423284,0,0,-0.5452853709271768,S,0,-0.5609748304808926,1,-0.39163608705444175,Mr,Adult,Unknown,Medium,0,False,False,True,False,True,False,False,2,1,-0.4129202803998143,0.24236252545824846
0,1,male,0.8188021213717485,0,0,-0.12293496395240072,S,1,-0.5609748304808926,1,0.2410548186812489,Mr,Adult,Known,High,0,False,False,True,False,True,False,False,2,2,1.1503396270376525,0.6296296296296297
0,3,male,0.29236584416705613,0,0,-0.5308736926947506,C,0,-0.5609748304808926,1,-0.3700470519701459,Mr,Adult,Unknown,Medium,0,True,False,False,False,True,False,False,2,1,-0.4129202803998143,0.24236252545824846
1,3,male,0.0667502967936166,0,0,-0.511167928581025,S,0,-0.5609748304808926,1,-0.34052735093651687,Mr,Adult,Unknown,Medium,0,False,False,True,False,True,False,False,2,1,-0.4129202803998143,0.24236252545824846
0,3,male,-0.5348911628688888,0,0,-0.5489135844511607,S,0,-0.5609748304808926,1,-0.3970712367850514,Mr,Adult,Unknown,Low,0,False,False,True,False,True,False,False,2,0,-0.4129202803998143,0.24236252545824846
1,2,male,0.9692124862873748,0,0,-0.42881548153858956,S,0,-0.5609748304808926,1,-0.21716143616911204,Mr,Adult,Unknown,Medium,0,False,False,True,False,True,False,False,2,1,-0.24852990089034865,0.47282608695652173
1,3,female,-0.5348911628688888,0,0,-0.5523441521022426,Q,0,-0.5609748304808926,1,-0.4022103083202193,Miss,Adult,Unknown,Low,1,False,True,False,True,False,False,False,2,0,-0.4129202803998143,0.24236252545824846
1,1,female,-0.23407043303763614,0,0,1.1205869863883744,S,0,-0.5609748304808926,1,2.103880131669062,Miss,Adult,Unknown,VHigh,1,False,False,True,True,False,False,False,2,3,1.1503396270376525,0.6296296296296297
1,1,female,-0.7605067102423284,1,0,1.4083311422087608,C,1,0.059159876663617654,0,0.929774998163873,Mrs,Adult,Known,VHigh,1,True,False,False,False,False,True,False,2,3,1.1503396270376525,0.6296296296296297
0,2,male,0.5179813915404957,0,0,-0.43175664036153366,C,1,-0.5609748304808926,1,-0.22156736169651936,Mr,Adult,Known,Medium,0,True,False,False,False,True,False,False,2,1,-0.24852990089034865,0.47282608695652173
0,3,female,-0.3844807979532625,0,0,-0.5264619544603345,S,0,-0.5609748304808926,1,-0.363438163679035,Miss,Adult,Unknown,Medium,1,False,False,True,True,False,False,False,2,1,-0.4129202803998143,0.24236252545824846
0,3,male,-0.3844807979532625,0,0,-0.5489135844511607,S,0,-0.5609748304808926,1,-0.3970712367850514,Mr,Adult,Unknown,Low,0,False,False,True,False,True,False,False,2,0,-0.4129202803998143,0.24236252545824846
0,1,male,0.8188021213717485,0,0,-0.08244579513222272,C,0,-0.5609748304808926,1,0.301708551861749,Mr,Adult,Unknown,High,0,True,False,False,False,True,False,False,2,2,1.1503396270376525,0.6296296296296297
0,3,male,-0.4220833891821691,0,0,-0.5645981962221571,C,0,-0.5609748304808926,1,-0.4205671564376092,Mr,Adult,Unknown,Low,0,True,False,False,False,True,False,False,2,0,-0.4129202803998143,0.24236252545824846
0,1,female,-2.038994812025152,1,2,2.831164957812677,S,1,1.2994292909526381,0,0.6600583363376848,Miss,Child,Known,VHigh,1,False,False,True,True,False,False,False,0,3,1.1503396270376525,0.6296296296296297
1,1,male,0.8188021213717485,0,0,-0.01705324632641227,S,1,-0.5609748304808926,1,0.3996681376679123,Mr,Adult,Known,High,0,False,False,True,False,True,False,False,2,2,1.1503396270376525,0.6296296296296297
1,1,female,1.5708539459498803,0,1,5.089287879132724,C,1,0.059159876663617654,0,3.6868551541176506,Mrs,Adult,Known,VHigh,1,True,False,False,False,False,True,False,2,3,1.1503396270376525,0.6296296296296297
1,3,female,-0.5724937540977955,0,0,-0.5523441521022426,Q,0,-0.5609748304808926,1,-0.4022103083202193,Miss,Adult,Unknown,Low,1,False,True,False,True,False,False,False,2,0,-0.4129202803998143,0.24236252545824846
1,3,male,-0.3092756154954493,2,0,-0.18764045805717144,Q,0,0.6792945838081279,0,-0.4022103083202193,Mr,Adult,Unknown,High,0,False,True,False,False,True,False,False,2,2,-0.4129202803998143,0.24236252545824846
0,3,male,-0.7605067102423284,0,0,-0.7346959991247783,S,0,-0.5609748304808926,1,-0.675377691019473,Mr,Adult,Unknown,Low,0,False,False,True,False,True,False,False,2,0,-0.4129202803998143,0.24236252545824846
1,2,female,-0.08366006812200977,0,0,-0.44410950741789906,Q,1,-0.5609748304808926,1,-0.24007224891163012,Miss,Adult,Known,Medium,1,False,True,False,True,False,False,False,2,1,-0.24852990089034865,0.47282608695652173
0,3,male,-0.3092756154954493,0,0,-0.5452853709271768,S,0,-0.5609748304808926,1,-0.39163608705444175,Mr,Adult,Unknown,Medium,0,False,False,True,False,True,False,False,2,1,-0.4129202803998143,0.24236252545824846
1,1,male,-2.1202164090795903,1,2,2.831164957812677,S,1,1.2994292909526381,0,0.6600583363376848,Master,Child,Known,VHigh,0,False,False,True,False,False,False,False,0,3,1.1503396270376525,0.6296296296296297
1,1,female,0.4427762090826825,0,0,1.8743071697725027,C,0,-0.5609748304808926,1,3.232970805245837,Miss,Adult,Unknown,VHigh,1,True,False,False,True,False,False,False,2,3,1.1503396270376525,0.6296296296296297
1,1,female,-0.9109170751579548,1,0,1.827641567424142,C,1,0.059159876663617654,0,1.2438434687191542,Mrs,Teen,Known,VHigh,1,True,False,False,False,False,True,False,1,3,1.1503396270376525,0.6296296296296297
0,2,male,0.0667502967936166,1,0,-0.1699935051195067,C,0,0.059159876663617654,0,-0.2524088403883706,Mr,Adult,Unknown,High,0,True,False,False,False,True,False,False,2,2,-0.24852990089034865,0.47282608695652173
1,1,female,0.0667502967936166,0,0,0.6048065517804264,C,1,-0.5609748304808926,1,1.3312288332595401,Miss,Adult,Known,VHigh,1,True,False,False,True,False,False,False,2,3,1.1503396270376525,0.6296296296296297
1,1,female,-0.3844807979532625,0,0,1.2219581428434958,C,1,-0.5609748304808926,1,2.255736523266894,Miss,Adult,Known,VHigh,1,True,False,False,True,False,False,False,2,3,1.1503396270376525,0.6296296296296297
1,1,female,-0.8357118927001416,2,2,5.124238728242953,C,1,1.9195639980971484,0,1.0799868868704532,Miss,Teen,Known,VHigh,1,True,False,False,True,False,False,False,1,3,1.1503396270376525,0.6296296296296297
0,2,female,-0.23407043303763614,1,1,-0.12293496395240072,S,0,0.6792945838081279,0,-0.369900187785899,Mrs,Adult,Unknown,High,1,False,False,True,False,False,True,False,2,2,-0.24852990089034865,0.47282608695652173
0,3,male,-0.08366006812200977,0,0,-0.5489135844511607,S,0,-0.5609748304808926,1,-0.3970712367850514,Mr,Adult,Unknown,Low,0,False,False,True,False,True,False,False,2,0,-0.4129202803998143,0.24236252545824846
0,2,male,1.044417668745188,1,1,-0.11705264630651246,S,0,0.6792945838081279,0,-0.3669629041009608,Mr,Adult,Unknown,High,0,False,False,True,False,True,False,False,2,2,-0.24852990089034865,0.47282608695652173
1,3,female,-0.23407043303763614,0,0,-0.5498924021074365,S,0,-0.5609748304808926,1,-0.39853752880057264,Miss,Adult,Unknown,Low,1,False,False,True,True,False,False,False,2,0,-0.4129202803998143,0.24236252545824846
1,2,female,-0.3844807979532625,1,0,-0.12293496395240072,S,0,0.059159876663617654,0,-0.21716143616911204,Mrs,Adult,Unknown,High,1,False,False,True,False,False,True,False,2,2,-0.24852990089034865,0.47282608695652173
0,2,male,1.8716746757811331,0,0,-0.4052862109550366,S,0,-0.5609748304808926,1,-0.18191403194985353,Rare,Adult,Unknown,Medium,0,False,False,True,False,False,False,True,2,1,-0.24852990089034865,0.47282608695652173
1,1,female,0.1419554792514298,0,2,3.144497195392677,S,1,0.6792945838081279,0,1.2616633813789375,Miss,Adult,Known,VHigh,1,False,False,True,True,False,False,False,2,3,1.1503396270376525,0.6296296296296297
1,1,female,0.8188021213717485,1,1,2.4299908943630983,C,1,0.6792945838081279,0,0.9048809314772847,Mrs,Adult,Known,VHigh,1,True,False,False,False,False,True,False,2,3,1.1503396270376525,0.6296296296296297
0,3,male,-0.5348911628688888,0,0,-0.5641087873940192,S,0,-0.5609748304808926,1,-0.4198340104298486,Mr,Adult,Unknown,Low,0,False,False,True,False,True,False,False,2,0,-0.4129202803998143,0.24236252545824846
0,3,male,-0.15886525057982295,0,0,-0.5489135844511607,S,0,-0.5609748304808926,1,-0.3970712367850514,Mr,Adult,Unknown,Low,0,False,False,True,False,True,False,False,2,0,-0.4129202803998143,0.24236252545824846
1,2,female,0.0667502967936166,0,0,-0.44410950741789906,Q,0,-0.5609748304808926,1,-0.24007224891163012,Miss,Adult,Unknown,Medium,1,False,True,False,True,False,False,False,2,1,-0.24852990089034865,0.47282608695652173
1,2,female,-0.5348911628688888,1,1,-0.05234715220174175,S,0,0.6792945838081279,0,-0.33465278356664047,Mrs,Adult,Unknown,High,1,False,False,True,False,False,True,False,2,2,-0.24852990089034865,0.47282608695652173
0,3,male,-0.3092756154954493,8,2,0.9017647699613318,S,0,5.6403722409642105,0,-0.4525179670695247,Mr,Adult,Unknown,VHigh,0,False,False,True,False,True,False,False,2,3,-0.4129202803998143,0.24236252545824846
1,1,female,0.5179813915404957,0,0,2.456656616715439,C,1,-0.5609748304808926,1,4.105344059672485,Miss,Adult,Known,VHigh,1,True,False,False,True,False,False,False,2,3,1.1503396270376525,0.6296296296296297
0,3,male,2.3981109529858253,0,0,-0.5879321738598665,S,0,-0.5609748304808926,1,-0.4555220072018478,Mr,Senior,Unknown,Low,0,False,False,True,False,True,False,False,3,0,-0.4129202803998143,0.24236252545824846
1,2,female,0.5179813915404957,0,0,-0.42881548153858956,S,1,-0.5609748304808926,1,-0.21716143616911204,Mrs,Adult,Known,Medium,1,False,False,True,False,False,True,False,2,1,-0.24852990089034865,0.47282608695652173
1,3,female,0.1419554792514298,1,1,-0.25175772039735334,S,0,0.6792945838081279,0,-0.4342267004860459,Mrs,Adult,Unknown,High,1,False,False,True,False,False,True,False,2,2,-0.4129202803998143,0.24236252545824846
1,1,female,-0.986122257615768,0,1,0.629512285893157,C,1,0.059159876663617654,0,0.3464304583351442,Miss,Teen,Known,VHigh,1,True,False,False,True,False,False,False,1,3,1.1503396270376525,0.6296296296296297
1,3,female,-0.5724937540977955,2,0,-0.18764045805717144,Q,0,0.6792945838081279,0,-0.4022103083202193,Miss,Adult,Unknown,High,1,False,True,False,True,False,False,False,2,2,-0.4129202803998143,0.24236252545824846
0,1,male,1.232430624889721,0,0,-0.06411178749351824,S,1,-0.5609748304808926,1,0.32917332922939524,Mr,Adult,Known,High,0,False,False,True,False,True,False,False,2,2,1.1503396270376525,0.6296296296296297
0,1,male,0.668391756456122,0,1,2.876164687803722,S,1,0.059159876663617654,0,2.0291996939795083,Mr,Adult,Known,VHigh,0,False,False,True,False,True,False,False,2,3,1.1503396270376525,0.6296296296296297
0,3,male,-0.986122257615768,2,0,-0.31116912862082463,S,0,0.6792945838081279,0,-0.46389326570392175,Mr,Teen,Unknown,High,0,False,False,True,False,True,False,False,1,2,-0.4129202803998143,0.24236252545824846
1,1,female,0.4427762090826825,1,0,2.4099910143670784,S,0,0.059159876663617654,0,1.6800300959324785,Mrs,Adult,Unknown,VHigh,1,False,False,True,False,False,True,False,2,3,1.1503396270376525,0.6296296296296297
0,3,male,-0.3092756154954493,0,0,-0.5489135844511607,S,0,-0.5609748304808926,1,-0.3970712367850514,Mr,Adult,Unknown,Low,0,False,False,True,False,True,False,False,2,0,-0.4129202803998143,0.24236252545824846
0,1,male,-0.00845488566419658,1,0,0.8323534217398504,S,1,0.059159876663617654,0,0.4983608694818361,Mr,Adult,Known,VHigh,0,False,False,True,False,True,False,False,2,3,1.1503396270376525,0.6296296296296297
1,1,female,0.8940073038295616,0,0,2.4299908943630983,C,1,-0.5609748304808926,1,4.0653981764708,Miss,Adult,Known,VHigh,1,True,False,False,True,False,False,False,2,3,1.1503396270376525,0.6296296296296297
1,3,male,1.1948280336608144,0,0,-0.5452853709271768,S,0,-0.5609748304808926,1,-0.39163608705444175,Mr,Adult,Unknown,Medium,0,False,False,True,False,True,False,False,2,1,-0.4129202803998143,0.24236252545824846
0,1,male,1.1948280336608144,0,0,0.10059310659135266,S,1,-0.5609748304808926,1,0.575905158764205,Mr,Adult,Known,VHigh,0,False,False,True,False,True,False,False,2,3,1.1503396270376525,0.6296296296296297
1,2,male,-2.038994812025152,1,1,-0.12293496395240072,S,1,0.6792945838081279,0,-0.369900187785899,Master,Child,Known,High,0,False,False,True,False,False,False,False,0,2,-0.24852990089034865,0.47282608695652173
1,1,female,-0.3844807979532625,3,2,5.124238728242953,S,1,2.539698705241659,0,0.787426123888799,Miss,Adult,Known,VHigh,1,False,False,True,True,False,False,False,2,3,1.1503396270376525,0.6296296296296297
0,2,male,-0.08366006812200977,0,0,-0.42881548153858956,S,0,-0.5609748304808926,1,-0.21716143616911204,Mr,Adult,Unknown,Medium,0,False,False,True,False,True,False,False,2,1,-0.24852990089034865,0.47282608695652173
0,2,male,-0.3092756154954493,0,0,-0.42881548153858956,S,0,-0.5609748304808926,1,-0.21716143616911204,Mr,Adult,Unknown,Medium,0,False,False,True,False,True,False,False,2,1,-0.24852990089034865,0.47282608695652173
0,2,male,0.5179813915404957,0,0,-0.42881548153858956,S,0,-0.5609748304808926,1,-0.21716143616911204,Mr,Adult,Unknown,Medium,0,False,False,True,False,True,False,False,2,1,-0.24852990089034865,0.47282608695652173
1,2,female,-0.3844807979532625,0,0,-0.42881548153858956,S,1,-0.5609748304808926,1,-0.21716143616911204,Miss,Adult,Known,Medium,1,False,False,True,True,False,False,False,2,1,-0.24852990089034865,0.47282608695652173
